福特 福克斯 2015款 三厢 1.6L 自动舒适型,13.55万,6.25,2016年,2.41万公里,1.6L,自动,"['1处异常', '1处异常', '1处异常', '15处异常', '1处异常', '2处异常']",guangzhou
大众 高尔夫 2019款 280TSI DSG舒适型 国V,16.63万,11.38,2019年,4.56万公里,1.4T,自动,"['2处异常', '6处异常', '1处异常', '6处异常', '2处异常', '4处异常', '1处异常']",guangzhou
奔驰GLK级 2014款 GLK 260 4MATIC 动感型,43.20万,20.17,2014年,9.93万公里,2.0T,自动,"['1处异常', '2处异常', '4处异常', '2处异常', '2处异常']",guangzhou
本田 飞度 2018款 1.5L CVT舒适版,8.88万,7.68,2019年,4.19万公里,1.5L,自动,"['3处异常', '2处异常', '3处异常', '4处异常', '4处异常', '3处异常', '5处异常', '2处异常']",guangzhou
别克 英朗 2018款 18T 自动精英型,14.53万,7.60,2018年,1.78万公里,1.3T,自动,"['3处异常', '1处异常']",guangzhou
别克 君越 2012款 2.4L SIDI豪雅版,27.78万,6.60,2012年,9.63万公里,2.4L,自动,"['1处异常', '1处异常', '6处异常', '2处异常', '6处异常', '1处异常', '6处异常', '1处异常']",guangzhou
日产 骊威 2010款 劲悦版 1.6L 自动全能型,10.40万,3.98,2010年,13.89万公里,1.6L,自动,"['1处异常', '1处异常', '1处异常', '1处异常', '3处异常', '5处异常', '6处异常']",guangzhou
福特 翼虎 2013款 1.6L GTDi 四驱精英型,26.03万,8.20,2013年,9.22万公里,1.6T,自动,"['2处异常', '4处异常', '2处异常', '9处异常', '1处异常', '1处异常', '8处异常', '2处异常', '2处异常']",guangzhou
丰田 奕泽IZOA 2018款 2.0L 奕驰版 国V,16.80万,13.88,2019年,1.1万公里,2.0L,自动,"['1处异常', '2处异常', '6处异常']",guangzhou
哈弗H6 2017款 经典版 1.5T 自动两驱都市型,11.38万,6.20,2017年,6.55万公里,1.5T,自动,"['1处异常', '1处异常', '1处异常', '3处异常', '1处异常', '6处异常', '2处异常', '3处异常', '2处异常']",guangzhou
雪佛兰 科鲁泽 2020款 轻混 RS 330T 自动畅快版,12.80万,8.38,2020年,0.78万公里,1.3T,自动,['4处异常'],guangzhou
斯柯达 晶锐 2017款 1.4L 自动车享版,9.22万,6.73,2019年,2.02万公里,1.4L,自动,"['1处异常', '1处异常', '2处异常', '1处异常', '2处异常']",guangzhou
江淮 瑞风S2 2015款 1.5L CVT豪华智能型,8.23万,4.48,2016年,3.99万公里,1.5L,自动,"['1处异常', '2处异常', '7处异常', '3处异常']",guangzhou
本田 锋范经典 2008款 1.5L 自动精英版,12.68万,4.88,2012年,9.59万公里,1.5L,自动,"['1处异常', '1处异常', '2处异常', '3处异常', '2处异常', '6处异常', '1处异常', '1处异常', '1处异常', '4处异常', '8处异常']",guangzhou
奔驰C级 2015款 改款 C 180 L 运动型,35.36万,20.37,2015年,5.45万公里,1.6T,自动,"['9处异常', '1处异常', '1处异常', '1处异常']",guangzhou
日产 轩逸 2018款 经典 1.6XE+ CVT领先版,12.24万,7.90,2018年,1.76万公里,1.6L,自动,"['6处异常', '1处异常', '2处异常', '1处异常', '1处异常']",guangzhou
丰田 卡罗拉 2014款 1.6L CVT GL,12.79万,7.38,2014年,2.03万公里,1.6L,自动,"['2处异常', '1处异常', '8处异常']",guangzhou
本田 飞度 2016款 1.5L LXS CVT舒适天窗版,9.31万,7.18,2017年,6.81万公里,1.5L,自动,"['1处异常', '4处异常', '6处异常', '1处异常', '2处异常', '5处异常', '1处异常', '3处异常']",guangzhou
大众POLO 2018款 1.5L 自动安享型,11.06万,7.99,2019年,1.87万公里,1.5L,自动,"['3处异常', '4处异常', '1处异常']",guangzhou
别克 君威 2015款 1.6T 领先技术型,20.61万,9.38,2016年,3.37万公里,1.6T,自动,"['1处异常', '1处异常', '3处异常', '1处异常', '5处异常', '4处异常', '2处异常']",guangzhou
标致408 2011款 1.6L 手动舒适版,13.23万,2.90,2012年,17.48万公里,1.6L,手动,"['2处异常', '4处异常', '2处异常', '6处异常', '5处异常', '11处异常', '7处异常', '2处异常', '1处异常', '14处异常', '9处异常', '3处异常', '2处异常']",guangzhou
日产 骐达 2016款 1.6L CVT智行版,13.34万,8.60,2017年,5.1万公里,1.6L,自动,"['1处异常', '1处异常', '8处异常', '2处异常', '4处异常', '1处异常']",guangzhou
丰田 威驰FS 2017款 1.5L CVT锋驰版,9.31万,6.98,2019年,3.07万公里,1.5L,自动,"['1处异常', '2处异常']",guangzhou
比亚迪 速锐 2013款 1.5L 手动尊贵型,8.24万,2.28,2013年,6.5万公里,1.5L,手动,"['2处异常', '3处异常', '2处异常', '2处异常', '7处异常', '2处异常']",guangzhou
别克 君越 2013款 2.4L SIDI领先舒适型,25.61万,9.28,2014年,8.77万公里,2.4L,自动,"['1处异常', '6处异常', '2处异常', '1处异常', '5处异常', '8处异常', '3处异常']",guangzhou
宝马5系 2011款 523Li 豪华型,53.14万,17.50,2011年,10.59万公里,2.5L,自动,"['1处异常', '3处异常', '4处异常', '2处异常', '2处异常', '3处异常', '6处异常', '4处异常', '1处异常']",guangzhou
标致408 2014款 1.8L 自动豪华版,16.25万,6.27,2015年,7.08万公里,1.8L,自动,"['4处异常', '1处异常']",guangzhou
雪佛兰 科沃兹 2019款 320 自动欣享天窗版,9.87万,6.60,2019年,1.05万公里,1.5L,自动,"['3处异常', '1处异常', '2处异常', '1处异常', '2处异常']",guangzhou
现代 领动 2018款 1.4T 双离合炫动·活力型,13.55万,8.68,2018年,2.58万公里,1.4T,自动,"['1处异常', '2处异常', '3处异常']",guangzhou
雪佛兰 科鲁兹 2013款 1.8L SX AT,16.63万,5.28,2013年,11.29万公里,1.8L,自动,"['1处异常', '2处异常', '1处异常', '1处异常', '5处异常', '6处异常', '2处异常', '7处异常', '2处异常', '2处异常']",guangzhou
日产 逍客 2016款 2.0L CVT精英版,16.59万,10.20,2016年,6.51万公里,2.0L,自动,"['1处异常', '6处异常', '1处异常', '13处异常', '1处异常', '1处异常']",guangzhou
现代 途胜 2015款 1.6T 双离合两驱智能型,19.53万,10.88,2017年,11.04万公里,1.6T,自动,"['2处异常', '3处异常', '1处异常', '4处异常', '1处异常', '7处异常']",guangzhou
本田 凌派 2019款 180Turbo CVT舒适版 国VI,11.92万,9.28,2020年,1.03万公里,1.0T,自动,['3处异常'],guangzhou
福特 锐界 2015款 2.0T GTDi 两驱豪锐型,32.54万,16.80,2016年,5.06万公里,2.0T,自动,"['1处异常', '7处异常', '4处异常', '8处异常', '3处异常']",guangzhou
福特 蒙迪欧 2017款 EcoBoost 180 时尚型,20.93万,11.50,2017年,7.39万公里,1.5T,自动,"['2处异常', '4处异常', '3处异常', '2处异常', '6处异常', '1处异常', '2处异常']",guangzhou
北京汽车 绅宝D50 2019款 1.5L CVT尊贵版 国V,9.43万,5.50,2019年,4.31万公里,1.5L,自动,"['1处异常', '4处异常', '1处异常', '1处异常', '5处异常']",guangzhou
哈弗H9 2015款 2.0T 四驱标准型 7座,24.94万,12.00,2015年,8.29万公里,2.0T,自动,"['1处异常', '2处异常', '1处异常', '2处异常', '6处异常', '2处异常', '1处异常', '2处异常', '6处异常', '3处异常', '4处异常']",guangzhou
哈弗H6 2015款 运动版 1.5T 手动两驱精英型,13.44万,5.18,2015年,11.78万公里,1.5T,手动,"['2处异常', '2处异常', '8处异常', '1处异常', '1处异常']",guangzhou
大众 速腾 2018款 280TSI DSG舒适型,17.35万,11.20,2018年,3.23万公里,1.4T,自动,"['2处异常', '1处异常', '1处异常', '1处异常']",guangzhou
福特 撼路者 2016款 2.0T 汽油自动四驱菁英版,31.02万,15.80,2016年,10.09万公里,2.0T,自动,"['1处异常', '3处异常', '3处异常', '6处异常', '1处异常', '3处异常', '3处异常']",guangzhou
大众 帕萨特 2016款 330TSI DSG尊荣版,24.20万,12.98,2016年,6.67万公里,1.8T,自动,"['4处异常', '5处异常', '1处异常', '3处异常']",guangzhou
宝马6系 2006款 630i双门轿跑车(进口),116.58万,20.20,2010年,7.78万公里,3.0L,自动,"['1处异常', '1处异常', '3处异常', '4处异常', '2处异常', '8处异常', '6处异常', '1处异常']",guangzhou
现代 朗动 2015款 1.6L 自动领先型,13.87万,6.60,2015年,7.82万公里,1.6L,自动,"['1处异常', '3处异常', '2处异常', '1处异常', '2处异常']",guangzhou
宝马5系GT 2014款 528i 领先型(进口),74.68万,32.00,2015年,9.81万公里,2.0T,自动,"['1处异常', '2处异常', '6处异常', '1处异常', '7处异常', '3处异常']",guangzhou
现代 瑞纳 2016款 1.4L 自动智能型GLS,9.43万,5.75,2018年,3.18万公里,1.4L,自动,"['1处异常', '3处异常', '1处异常', '17处异常']",guangzhou
现代 索纳塔八 2011款 2.0L 自动豪华版,20.61万,7.00,2012年,7.32万公里,2.0L,自动,"['2处异常', '2处异常', '4处异常', '5处异常', '2处异常', '4处异常', '2处异常']",guangzhou
本田 缤智 2015款 1.8L CVT两驱精英型,15.93万,9.18,2015年,5.04万公里,1.8L,自动,[],guangzhou
马自达 昂克赛拉 2020款 次世代 2.0L 自动质雅版,15.51万,14.38,2021年,0.01万公里,2.0L,自动,[],guangzhou
吉利 博越 2016款 1.8TD 自动智尊型,16.15万,7.58,2017年,11.08万公里,1.8T,自动,"['4处异常', '6处异常']",guangzhou
宝马X1 2012款 xDrive20i 豪华型,43.31万,9.90,2012年,10.23万公里,2.0T,自动,"['2处异常', '5处异常', '1处异常', '9处异常', '6处异常', '1处异常', '12处异常', '1处异常', '2处异常', '3处异常']",guangzhou
现代 瑞纳 2014款 1.4L 自动智能型GLS,9.43万,4.74,2014年,4万公里,1.4L,自动,['1处异常'],guangzhou
本田 思域 2009款 1.8L 自动经典版,14.96万,4.50,2011年,14.14万公里,1.8L,自动,"['1处异常', '1处异常', '1处异常', '6处异常', '7处异常', '7处异常', '2处异常', '1处异常', '1处异常', '11处异常', '6处异常', '3处异常']",guangzhou
日产 天籁 2013款 2.0L XL舒适版,20.17万,8.90,2013年,9.71万公里,2.0L,自动,"['1处异常', '1处异常', '1处异常', '1处异常', '2处异常', '12处异常', '2处异常']",guangzhou
江淮 瑞风S3 2016款 1.5L CVT豪华智能型,9.20万,4.58,2016年,7.81万公里,1.5L,自动,"['1处异常', '5处异常', '1处异常', '4处异常', '1处异常', '1处异常', '2处异常']",guangzhou
福特 福克斯 2012款 两厢 1.6L 自动风尚型,15.62万,4.98,2013年,11.6万公里,1.6L,自动,"['1处异常', '1处异常', '1处异常', '5处异常', '3处异常', '7处异常', '6处异常', '1处异常', '1处异常', '12处异常', '1处异常', '7处异常']",guangzhou
日产 逍客 2016款 2.0L CVT精英版,16.59万,10.39,2016年,5.35万公里,2.0L,自动,"['1处异常', '1处异常', '11处异常', '8处异常']",guangzhou
雷克萨斯NX 2015款 300h 全驱 锋致版,54.16万,34.80,2017年,6.2万公里,2.5L,自动,"['3处异常', '3处异常', '1处异常']",guangzhou
日产 轩逸 2016款 1.6XL  CVT尊享版,14.96万,8.68,2016年,5.95万公里,1.6L,自动,"['2处异常', '1处异常', '2处异常', '4处异常']",guangzhou
大众 高尔夫 2011款 1.4TSI 自动舒适型,16.26万,5.80,2011年,12.7万公里,1.4T,自动,"['1处异常', '3处异常', '1处异常', '10处异常', '1处异常']",guangzhou
大众POLO 2014款 1.6L 自动舒适版,11.28万,5.90,2015年,5.68万公里,1.6L,自动,"['5处异常', '6处异常', '1处异常']",guangzhou
福特 福克斯 2018款 两厢经典 1.6L 自动风尚型智行版,13.33万,8.38,2019年,4.74万公里,1.6L,自动,"['4处异常', '3处异常', '1处异常', '1处异常']",guangzhou
别克 凯越 2013款 1.5L 手动尊享型,11.50万,3.40,2014年,5.01万公里,1.5L,手动,"['1处异常', '1处异常', '6处异常', '13处异常', '4处异常', '1处异常']",guangzhou
长安CS35 2014款 1.6L 手动豪华导航型 国V,9.43万,3.98,2015年,4.54万公里,1.6L,手动,"['1处异常', '5处异常', '2处异常', '1处异常', '5处异常', '3处异常', '1处异常', '1处异常']",guangzhou
日产 逍客 2016款 2.0L CVT精英版,16.59万,10.50,2016年,6.06万公里,2.0L,自动,"['1处异常', '3处异常', '1处异常', '2处异常', '1处异常', '1处异常', '2处异常', '2处异常']",guangzhou
斯柯达 晶锐 2008款 1.4L 手动晶致版,8.89万,2.10,2010年,12.12万公里,1.4L,手动,"['6处异常', '1处异常', '3处异常', '6处异常', '1处异常']",guangzhou
丰田 威驰 2017款 1.5L CVT创行版,9.53万,7.50,2017年,3.54万公里,1.5L,自动,"['1处异常', '8处异常', '1处异常', '5处异常', '1处异常']",guangzhou
本田 雅阁 2018款 230TURBO 舒适版 国V,19.52万,15.78,2018年,3.3万公里,1.5T,自动,"['1处异常', '3处异常', '3处异常', '1处异常', '2处异常']",guangzhou
比亚迪F0 2011款 尚酷版 1.0L 悦酷型,4.44万,0.99,2011年,6.05万公里,1.0L,手动,"['2处异常', '3处异常', '6处异常', '3处异常', '13处异常', '1处异常']",guangzhou
标致2008 2018款 1.6L 自动潮流版,11.15万,6.68,2019年,0.95万公里,1.6L,自动,"['4处异常', '3处异常']",guangzhou
现代 朗动 2016款 1.6L 自动尊贵型,13.87万,8.30,2018年,4.97万公里,1.6L,自动,"['1处异常', '3处异常', '2处异常', '2处异常', '1处异常', '2处异常']",guangzhou
起亚K2 2015款 三厢 1.4L AT GLS,9.32万,5.00,2016年,10.94万公里,1.4L,自动,"['2处异常', '1处异常', '3处异常', '6处异常']",guangzhou
丰田 YARiS L 致享 2017款 1.5E CVT魅动版,9.53万,6.80,2018年,4.45万公里,1.5L,自动,"['1处异常', '4处异常', '1处异常', '4处异常']",guangzhou
大众POLO 2014款 1.4L 自动舒适版,10.74万,5.50,2015年,5.87万公里,1.4L,自动,"['1处异常', '2处异常', '5处异常', '4处异常', '1处异常']",guangzhou
奔驰C级 2011款 C 180K 经典型,33.43万,9.78,2012年,11.39万公里,1.6T,自动,"['1处异常', '2处异常', '2处异常', '1处异常', '4处异常', '3处异常', '2处异常', '3处异常', '6处异常']",guangzhou
标致308 2014款 乐享版 经典 1.6L 手动优尚型,11.50万,4.50,2015年,5.27万公里,1.6L,手动,"['5处异常', '3处异常', '3处异常', '1处异常', '2处异常', '4处异常', '1处异常', '3处异常']",guangzhou
大众 高尔夫 2012款 1.6 手动舒适型,13.76万,4.90,2012年,13.71万公里,1.6L,手动,"['1处异常', '1处异常', '5处异常', '1处异常', '1处异常', '7处异常', '4处异常']",guangzhou
本田 飞度 2018款 1.5L CVT舒适天窗版,9.31万,7.98,2019年,0.47万公里,1.5L,自动,[],guangzhou
福特 蒙迪欧-致胜 2012款 2.0L GTDi240旗舰运动版,27.87万,6.79,2013年,5.88万公里,2.0T,自动,"['1处异常', '1处异常', '2处异常', '1处异常', '2处异常', '4处异常', '3处异常']",guangzhou
别克GL8 2014款 2.4L 经典版,22.69万,8.90,2015年,10.34万公里,2.4L,自动,"['1处异常', '2处异常', '6处异常', '1处异常']",guangzhou
东风 帅客 2016款 1.5L 手动标准型,7.47万,3.98,2017年,5.06万公里,1.5L,手动,"['2处异常', '1处异常', '1处异常', '5处异常', '3处异常', '9处异常', '6处异常']",guangzhou
大众POLO 2018款 1.5L 自动安享型,11.06万,7.80,2018年,2.1万公里,1.5L,自动,"['1处异常', '1处异常', '4处异常', '1处异常', '1处异常']",guangzhou
丰田 凯美瑞 2019款 改款 2.0G 豪华版,21.69万,19.58,2020年,0.24万公里,2.0L,自动,[],guangzhou
现代 瑞纳 2016款 1.4L 自动智能型GLS,9.43万,5.18,2016年,5.33万公里,1.4L,自动,"['1处异常', '1处异常', '3处异常', '3处异常', '2处异常', '2处异常', '1处异常', '7处异常', '1处异常']",guangzhou
奔驰C级 2015款 C 200 L,40.05万,20.20,2014年,12.53万公里,2.0T,自动,"['1处异常', '1处异常', '1处异常', '9处异常', '4处异常', '1处异常', '1处异常', '2处异常', '6处异常', '7处异常', '2处异常']",guangzhou
北汽绅宝 绅宝X65 2015款 2.0T 手动舒适型,10.72万,3.28,2015年,5.26万公里,2.0T,手动,"['2处异常', '1处异常', '2处异常', '8处异常', '4处异常', '3处异常', '1处异常', '25处异常', '1处异常']",guangzhou
宝马1系 2013款 改款 118i 运动型(进口),33.76万,10.88,2014年,7.28万公里,1.6T,自动,"['3处异常', '5处异常', '8处异常', '3处异常', '2处异常', '1处异常', '1处异常', '4处异常', '7处异常', '4处异常']",guangzhou
奥迪A6L 2011款 2.4L 舒适型,51.65万,12.98,2012年,12.99万公里,2.4L,自动,"['2处异常', '2处异常', '1处异常', '7处异常', '2处异常', '2处异常', '5处异常', '1处异常', '8处异常']",guangzhou
现代ix25 2015款 1.6L 自动两驱尊贵型DLX,17.02万,8.50,2017年,3万公里,1.6L,自动,"['1处异常', '4处异常', '7处异常']",guangzhou
宝马X3 2014款 xDrive20i 领先型(进口),49.93万,22.98,2014年,6.63万公里,2.0T,自动,"['4处异常', '1处异常', '2处异常']",guangzhou
奥迪Q5 2015款 40 TFSI 技术型,46.85万,21.50,2015年,5.87万公里,2.0T,自动,"['4处异常', '1处异常', '2处异常', '1处异常']",guangzhou
大众 高尔夫 2015款 1.4TSI 自动豪华型,18.01万,9.00,2015年,7.5万公里,1.4T,自动,"['2处异常', '4处异常', '2处异常', '1处异常', '1处异常', '4处异常', '3处异常']",guangzhou
起亚K2 2015款 三厢 1.4L AT TOP,10.08万,5.39,2015年,4.67万公里,1.4L,自动,"['1处异常', '1处异常', '2处异常', '2处异常', '2处异常', '2处异常', '1处异常', '1处异常', '1处异常']",guangzhou
哈弗H8 2015款 2.0T 两驱豪华型,24.08万,7.88,2016年,12.85万公里,2.0T,自动,"['2处异常', '2处异常', '4处异常']",guangzhou
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,9.31万,6.95,2017年,3.53万公里,1.5L,自动,"['1处异常', '6处异常', '2处异常', '10处异常', '1处异常']",guangzhou
别克 英朗 2015款 18T 双离合豪华型,16.38万,6.50,2015年,4.11万公里,1.4T,自动,"['1处异常', '2处异常', '2处异常', '7处异常', '1处异常', '17处异常', '1处异常']",guangzhou
大众 桑塔纳 2017款 浩纳 1.6L 自动舒适版,12.91万,7.38,2017年,2.13万公里,1.6L,自动,"['1处异常', '2处异常']",guangzhou
福特 福睿斯 2015款 1.5L 自动时尚型,13.00万,6.30,2016年,6.84万公里,1.5L,自动,"['4处异常', '4处异常', '1处异常', '2处异常', '5处异常', '5处异常', '2处异常']",guangzhou
大众 尚酷 2011款 1.4TSI 单增压风尚版(进口),25.60万,8.60,2012年,13.59万公里,1.4T,自动,"['1处异常', '1处异常', '1处异常', '4处异常', '2处异常', '6处异常', '2处异常', '1处异常', '1处异常', '8处异常', '7处异常']",guangzhou
福特 福睿斯 2017款 改款 1.5L 手动舒适型,10.51万,5.28,2017年,3.17万公里,1.5L,手动,"['1处异常', '1处异常', '1处异常', '3处异常']",guangzhou
日产 奇骏 2014款 2.0L CVT舒适版 2WD,21.36万,10.98,2014年,9.6万公里,2.0L,自动,"['1处异常', '1处异常', '3处异常', '1处异常', '2处异常', '3处异常', '1处异常']",guangzhou
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,9.31万,6.95,2017年,5.33万公里,1.5L,自动,"['3处异常', '1处异常', '3处异常', '3处异常', '2处异常']",guangzhou
林肯MKZ 2014款 2.0T 尊雅版,37.97万,15.50,2016年,5.99万公里,2.0T,自动,"['1处异常', '2处异常', '1处异常', '6处异常', '1处异常', '6处异常']",guangzhou
标致308 2012款 1.6L 自动优尚型,12.36万,3.58,2012年,11.89万公里,1.6L,自动,"['3处异常', '4处异常', '2处异常', '3处异常', '2处异常', '3处异常', '1处异常']",guangzhou
现代 索纳塔八 2011款 2.0L 自动领先版,19.53万,5.88,2011年,8.05万公里,2.0L,自动,"['1处异常', '3处异常', '5处异常', '3处异常', '2处异常', '10处异常', '3处异常', '7处异常', '2处异常']",guangzhou
现代ix35 2018款 2.0L 自动两驱智勇·畅质版,14.10万,9.77,2018年,3.58万公里,2.0L,自动,"['1处异常', '2处异常']",guangzhou
Jeep 自由光 2017款 2.0L 优越版,23.86万,13.58,2018年,1.16万公里,2.0L,自动,"['1处异常', '1处异常', '8处异常']",guangzhou
奥迪Q3 2013款 40 TFSI quattro 豪华型,46.54万,18.00,2017年,2.55万公里,2.0T,自动,"['3处异常', '4处异常']",guangzhou
别克 君越 2013款 2.4L SIDI领先舒适型,25.61万,11.30,2016年,7.75万公里,2.4L,自动,"['1处异常', '2处异常', '1处异常', '6处异常', '5处异常', '5处异常', '2处异常', '2处异常']",guangzhou
宝马5系 2013款 520Li 典雅型,46.52万,21.80,2014年,13.22万公里,2.0T,自动,"['2处异常', '1处异常', '4处异常', '1处异常', '8处异常', '2处异常', '2处异常', '4处异常', '6处异常', '1处异常']",guangzhou
大众 捷达 2015款 1.6L 自动舒适型,11.76万,5.60,2015年,6.85万公里,1.6L,自动,"['1处异常', '3处异常', '1处异常', '2处异常', '7处异常', '7处异常', '2处异常', '1处异常', '14处异常', '1处异常', '3处异常']",guangzhou
奔腾X80 2013款 2.0L 手动豪华型,14.31万,3.90,2013年,7.17万公里,2.0L,手动,"['3处异常', '7处异常', '1处异常', '5处异常', '1处异常', '2处异常']",guangzhou
斯柯达 柯迪亚克 2018款 改款 TSI330 5座两驱豪华优享版,24.46万,13.00,2018年,10.93万公里,2.0T,自动,"['1处异常', '2处异常', '6处异常', '1处异常', '2处异常', '6处异常', '1处异常']",guangzhou
铃木 北斗星X5 2016款 1.4L 启航型 国V,5.09万,3.58,2018年,2.92万公里,1.4L,手动,"['1处异常', '6处异常', '1处异常', '1处异常', '2处异常']",guangzhou
东风风光580 2016款 1.5T 手动豪华型,9.76万,5.28,2016年,5.42万公里,1.5T,手动,"['1处异常', '2处异常', '2处异常', '2处异常', '8处异常', '2处异常', '1处异常', '2处异常', '1处异常', '4处异常', '1处异常', '2处异常']",guangzhou
长城C30 2013款 1.5L 手动舒适型,7.00万,2.80,2013年,5.14万公里,1.5L,手动,"['2处异常', '3处异常', '1处异常', '4处异常', '1处异常', '8处异常', '3处异常', '1处异常', '1处异常', '4处异常', '2处异常']",guangzhou
路虎 发现神行 2016款 2.0T SE,44.29万,19.90,2016年,7.72万公里,2.0T,自动,"['2处异常', '3处异常', '1处异常', '6处异常', '8处异常', '2处异常', '3处异常', '2处异常']",guangzhou
福特 翼虎 2015款 2.0L GTDi 四驱精英型,27.44万,10.50,2016年,11.64万公里,2.0T,自动,"['1处异常', '7处异常', '1处异常', '4处异常']",guangzhou
大众 桑塔纳 2017款 浩纳 1.6L 自动风尚版,11.71万,6.78,2018年,1.21万公里,1.6L,自动,"['1处异常', '1处异常', '2处异常', '1处异常', '3处异常']",guangzhou
大众 T-ROC探歌 2020款 280TSI DSG两驱舒适型,18.54万,14.18,2020年,0.89万公里,1.4T,自动,"['1处异常', '2处异常', '1处异常']",guangzhou
大众 高尔夫 2012款 1.6 自动舒适型,14.42万,6.95,2014年,7.22万公里,1.6L,自动,"['1处异常', '1处异常', '5处异常', '2处异常', '4处异常', '4处异常', '4处异常']",guangzhou
宝骏510 2017款 1.5L 自动豪华型,8.23万,5.35,2018年,1.72万公里,1.5L,自动,"['2处异常', '2处异常', '1处异常', '2处异常']",guangzhou
本田 飞度 2014款 1.5L LX CVT舒适型,8.88万,6.70,2016年,4.05万公里,1.5L,自动,"['1处异常', '3处异常', '3处异常', '18处异常', '3处异常', '2处异常']",guangzhou
大众 2016款 途安L 280TSI 自动舒雅版,21.69万,11.90,2017年,5.04万公里,1.4T,自动,"['2处异常', '1处异常', '6处异常', '1处异常', '1处异常']",guangzhou
本田CR-V 2013款 2.4L 四驱豪华版,26.03万,12.60,2013年,10.43万公里,2.4L,自动,"['2处异常', '2处异常', '1处异常', '1处异常', '2处异常', '1处异常', '4处异常', '2处异常', '2处异常']",guangzhou
日产 蓝鸟 2016款 1.6L CVT炫酷版,13.45万,7.98,2018年,2.67万公里,1.6L,自动,"['1处异常', '4处异常', '5处异常', '19处异常', '2处异常', '2处异常']",guangzhou
本田 思域 2019款 220TURBO CVT燃动版 国VI,15.84万,13.55,2020年,1.37万公里,1.5T,自动,"['3处异常', '3处异常', '5处异常']",guangzhou
起亚 智跑 2016款 2.0L 自动两驱版GL,17.24万,8.68,2016年,6.14万公里,2.0L,自动,"['2处异常', '4处异常', '1处异常', '1处异常', '6处异常', '3处异常', '1处异常']",guangzhou
丰田 卡罗拉 2019款 1.2T S-CVT 运动版,14.85万,12.90,2019年,0.46万公里,1.2T,自动,"['1处异常', '4处异常']",guangzhou
雪佛兰 科鲁兹 2015款 1.5L 自动豪华版,14.97万,5.20,2015年,5.92万公里,1.5L,自动,"['4处异常', '3处异常', '2处异常', '10处异常', '4处异常']",guangzhou
本田 歌诗图 2016款 2.4L 豪华版,28.20万,14.98,2016年,5.39万公里,2.4L,自动,"['1处异常', '3处异常', '10处异常', '5处异常', '13处异常', '2处异常']",guangzhou
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,8.12万,4.20,2016年,5.94万公里,1.5L,手动,"['1处异常', '2处异常', '1处异常', '11处异常', '1处异常', '7处异常', '2处异常', '2处异常', '1处异常']",guangzhou
丰田 雷凌 2014款 1.6G CVT精英版,13.55万,7.60,2015年,4.8万公里,1.6L,自动,"['1处异常', '10处异常', '1处异常', '4处异常', '3处异常']",guangzhou
吉利 帝豪 2014款 三厢 1.5L 手动精英型,8.34万,3.50,2015年,6.31万公里,1.5L,手动,"['2处异常', '1处异常', '3处异常', '6处异常', '2处异常', '1处异常', '4处异常', '2处异常', '1处异常']",guangzhou
雪佛兰 科鲁兹 2017款 1.5L 自动先锋天窗版,13.56万,6.80,2017年,6.6万公里,1.5L,自动,"['1处异常', '3处异常', '1处异常', '3处异常']",guangzhou
大众CC 2013款 1.8TSI 尊贵型,27.44万,13.80,2015年,7.24万公里,1.8T,自动,"['2处异常', '2处异常', '1处异常', '6处异常', '6处异常', '1处异常', '2处异常', '12处异常', '3处异常', '4处异常']",guangzhou
大众 高尔夫 2010款 1.4TSI 手动舒适型,14.74万,5.20,2010年,9.87万公里,1.4T,手动,"['1处异常', '1处异常', '5处异常', '3处异常', '4处异常', '1处异常', '2处异常', '1处异常', '2处异常', '4处异常']",guangzhou
福特 福克斯 2015款 两厢 1.6L 自动舒适型,13.55万,6.28,2015年,10.8万公里,1.6L,自动,"['1处异常', '3处异常', '3处异常', '10处异常', '4处异常', '1处异常', '1处异常', '11处异常', '3处异常', '3处异常']",guangzhou
奔驰E级 2012款 E 300 L 优雅型,63.83万,16.30,2012年,9.36万公里,3.0L,自动,"['2处异常', '6处异常', '1处异常', '2处异常', '1处异常']",guangzhou
大众 高尔夫 2014款 1.6L 自动舒适型,15.73万,7.38,2014年,9.16万公里,1.6L,自动,"['4处异常', '1处异常', '5处异常', '1处异常', '1处异常', '2处异常', '3处异常']",guangzhou
大众CC 2016款 1.8TSI 豪华型,29.18万,16.18,2016年,3.93万公里,1.8T,自动,"['3处异常', '1处异常', '5处异常', '3处异常', '1处异常']",guangzhou
雪铁龙 世嘉 2011款 三厢 1.6L 自动时尚型,12.90万,3.00,2011年,10.64万公里,1.6L,自动,"['1处异常', '1处异常', '1处异常', '1处异常', '2处异常', '7处异常', '11处异常', '6处异常']",guangzhou
福特 福克斯 2012款 三厢 1.6L 自动舒适型,14.21万,4.30,2014年,13.82万公里,1.6L,自动,"['1处异常', '2处异常', '5处异常', '9处异常', '1处异常', '15处异常', '4处异常', '3处异常']",guangzhou
日产 奇骏 2014款 2.0L CVT舒适版 2WD,21.36万,13.78,2017年,4.38万公里,2.0L,自动,"['1处异常', '7处异常', '9处异常', '4处异常', '2处异常', '8处异常', '9处异常', '2处异常', '2处异常']",guangzhou
