现代 名图 2016款 1.8L 自动智能型GLS,9.58,3.97万公里,1.8L,自动
众泰T600 Coupe 2017款 1.5T 自动尊享型,5.80,2.58万公里,1.5T,自动
大众 桑塔纳 2013款 1.6L 自动风尚版,4.33,7.53万公里,1.6L,自动
传祺GS4 2015款 200T G-DCT豪华版,6.50,11.47万公里,1.3T,自动
雪佛兰 科帕奇 2014款 2.4L 四驱旗舰版 7座,6.90,8.61万公里,2.4L,自动
大众 途观 2012款 1.8TSI 手动两驱进享版,7.50,12.43万公里,1.8T,手动
Jeep 自由光 2016款 2.4L 专业版智能包,11.62,5.07万公里,2.4L,自动
起亚K2 2017款 三厢 1.4L AT GLS,5.50,3.14万公里,1.4L,自动
大众 迈腾 2009款 1.8TSI DSG豪华型,4.56,11.04万公里,1.8T,自动
大众 途安 2013款 1.4T 自动舒适版5座,7.90,5.59万公里,1.4T,自动
雪佛兰 景程 2008款 2.0 SE自动舒适型,2.60,10.47万公里,2.0L,自动
江淮 瑞风S2 2015款 1.5L CVT豪华型,3.68,5.51万公里,1.5L,自动
奥迪A4L 2016款 45 TFSI quattro个性运动型,18.80,6.34万公里,2.0T,自动
英菲尼迪Q50L 2018款 2.0T 舒适版 国V,20.80,0.43万公里,2.0T,自动
丰田 威驰FS 2017款 1.5L CVT锋驰版,6.88,4.7万公里,1.5L,自动
别克 君越 2016款 20T 精英型,14.20,7.55万公里,1.5T,自动
日产 轩逸 2016款 1.6XL CVT豪华版,7.70,3.09万公里,1.6L,自动
大众 朗行 2013款 1.6L 自动舒适型,7.28,5.1万公里,1.6L,自动
别克 君威 2012款 2.4L SIDI旗舰版,7.50,9.54万公里,2.4L,自动
现代 名图 2014款 1.8L 自动智能型GLS,6.80,9.82万公里,1.8L,自动
起亚K2 2017款 三厢 1.4L AT GLS,5.80,3.84万公里,1.4L,自动
福特 福克斯 2012款 三厢 1.6L 自动风尚型,4.68,9.82万公里,1.6L,自动
大众 途观 2016款 300TSI 自动两驱风尚版,11.11,5.2万公里,1.8T,自动
长安 逸动 2016款 1.6L 自动俊酷型,5.68,4.15万公里,1.6L,自动
别克 君威 2010款 2.4L 精英版,4.78,9.13万公里,2.4L,自动
别克GL8 2013款 3.0L GT豪华商务豪雅版,16.80,7.06万公里,3.0L,自动
大众 速腾 2017款 180TSI 自动臻享版,9.68,3.65万公里,1.2T,自动
日产 蓝鸟 2016款 1.6L CVT炫酷版,8.18,6.24万公里,1.6L,自动
宝马X1 2012款 sDrive18i 豪华型,9.98,9.35万公里,2.0L,自动
起亚K2 2017款 三厢 1.4L AT 15周年特别版GLS,5.93,3.12万公里,1.4L,自动
大众 速腾 2012款 1.6L 自动舒适型,5.55,8.23万公里,1.6L,自动
奥迪A3 2012款 Sportback 1.4T 舒适型(进口),8.00,9.27万公里,1.4T,自动
大众 高尔夫 2016款 1.6L 自动舒适型,9.30,4.9万公里,1.6L,自动
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,6.20,5.89万公里,1.4T,自动
日产 骐达 2011款 1.6L CVT智能型,5.30,7.94万公里,1.6L,自动
大众 途观 2015款 1.8TSI 自动四驱舒适版,12.68,4.7万公里,1.8T,自动
日产 奇骏 2017款 2.5L CVT领先版 4WD,17.98,2.72万公里,2.5L,自动
日产 天籁 2013款 2.5L XL-NAVI Tech智享版,9.60,18.46万公里,2.5L,自动
丰田 RAV4 2018款 2.5L 自动四驱精英i版,19.68,4.43万公里,2.5L,自动
大众 速腾 2012款 1.4TSI 手动豪华型,5.58,9.02万公里,1.4T,手动
丰田 威驰 2008款 1.6L GL-i 特别纪念版 AT,3.98,12.3万公里,1.6L,自动
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,7.18,8.8万公里,2.0L,自动
奔驰A级 2011款 A 160(进口),5.00,5.39万公里,1.5L,自动
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,3.88,13.37万公里,1.5T,手动
福特 福克斯 2015款 两厢 1.6L 自动舒适型,5.80,9.91万公里,1.6L,自动
别克 昂科拉 2015款 1.4T 自动两驱都市领先型,6.90,7.7万公里,1.4T,自动
DS 5LS 2014款 1.6T 雅致版THP160,7.00,7.51万公里,1.6T,自动
MG6 2010款 掀背 1.8L 手动贺岁版,2.48,12.67万公里,1.8L,手动
别克 英朗 2014款 XT 1.6L 自动时尚版,5.78,5.37万公里,1.6L,自动
传祺GS5 Super 2015款 2.0L 手动两驱精英版,6.58,4.22万公里,2.0L,手动
大众 途观 2010款 1.8TSI 自动四驱风尚版,7.15,13.7万公里,1.8T,自动
日产 奇骏 2012款 2.5L CVT豪华版 4WD,8.66,19.15万公里,2.5L,自动
长安 逸动 2012款 1.6L 手动豪华型 国IV,2.70,16.52万公里,1.6L,手动
本田 飞度 2018款 1.5L CVT舒适版,7.60,2.64万公里,1.5L,自动
福特 野马 2019款 2.3L EcoBoost(进口),33.50,1.6万公里,2.3T,自动
英菲尼迪QX50 2015款 2.5L 舒适版,20.80,5万公里,2.5L,自动
标致408 2010款 1.6L 自动舒适版,3.55,7万公里,1.6L,自动
雪佛兰 科沃兹 2019款 320 自动欣悦版,5.90,2.54万公里,1.5L,自动
大众 朗逸 2013款 1.4TSI DSG舒适版,5.88,16.33万公里,1.4T,自动
东风风光330 2014款 1.2L手动实用型DK12-07,2.28,0.62万公里,1.2L,手动
奔驰A级 2013款 A 200 都市型(进口),13.30,8.5万公里,1.6T,自动
别克 昂科威 2016款 20T 两驱精英型,10.80,9.3万公里,1.5T,自动
奥迪Q5 2011款 2.0TFSI 技术型,12.70,12.53万公里,2.0T,自动
本田 缤智 2015款 1.8L 手动两驱精英型,8.18,3.96万公里,1.8L,手动
别克 君越 2012款 2.4L SIDI雅致版,6.90,4.15万公里,2.4L,自动
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,9.28,7.15万公里,1.5T,自动
大众 朗行 2013款 1.6L 自动风尚型,5.98,6.11万公里,1.6L,自动
大众 高尔夫 2012款 1.4TSI 自动舒适型,6.68,9.53万公里,1.4T,自动
日产 逍客 2010款 20S火 CVT 2WD,6.19,9.8万公里,2.0L,自动
丰田 汉兰达 2015款 2.0T 四驱至尊版 7座,29.30,3.1万公里,2.0T,自动
宝马5系 2014款 520Li 典雅型,23.30,17.75万公里,2.0T,自动
福特 福睿斯 2017款 改款 1.5L 自动舒适型,6.60,6.19万公里,1.5L,自动
斯柯达 速派 2016款 TSI280 DSG前行版,9.88,6.48万公里,1.4T,自动
本田 凌派 2016款 1.8L CVT舒适版,8.06,6.52万公里,1.8L,自动
福特 翼搏 2017款 1.5L 自动风尚型,6.28,2.03万公里,1.5L,自动
大众CC 2015款 1.8TSI 豪华型,15.29,7.01万公里,1.8T,自动
大众 朗逸 2017款 1.6L 自动风尚版,7.50,6.46万公里,1.6L,自动
马自达6 2011款 2.0L 自动时尚型,5.20,3.79万公里,2.0L,自动
大众 捷达 2017款 1.5L 自动时尚型,6.42,3.34万公里,1.5L,自动
福特 翼虎 2017款 EcoBoost 180 两驱精翼型,10.51,2.33万公里,1.5T,自动
宝马X1 2012款 xDrive20i 豪华型,9.40,10.67万公里,2.0T,自动
福特 翼虎 2013款 1.6L GTDi 两驱舒适型,7.98,11.34万公里,1.6T,自动
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,6.98,2.61万公里,1.5L,自动
雪佛兰 迈锐宝 2013款 1.6T 自动舒适版,6.38,12.11万公里,1.6T,自动
MG5 2012款 1.5L 手动精英版,2.65,7.93万公里,1.5L,手动
日产 轩逸 2016款 1.6XV CVT智享版,8.48,3.52万公里,1.6L,自动
日产 轩逸 2021款 经典 1.6XE CVT舒适版,10.58,0.01万公里,1.6L,自动
福特 探险者 2016款 2.3T 精英版(进口),26.80,7.28万公里,2.3T,自动
大众 宝来 2008款 2.0L 自动舒适型,3.50,10.32万公里,2.0L,自动
斯柯达 昕动 2014款 1.6L 自动悦享版,5.38,5.72万公里,1.6L,自动
福特 福睿斯 2015款 1.5L 手动时尚型,4.40,5.55万公里,1.5L,手动
福特 福克斯 2012款 两厢 1.6L 自动风尚型,5.28,7.24万公里,1.6L,自动
本田 飞度 2016款 1.5L LX 手动舒适型,6.58,0.88万公里,1.5L,手动
福特 福睿斯 2015款 1.5L 自动舒适型,5.68,4.87万公里,1.5L,自动
日产 骐达 2019款 1.6L CVT智行版 国VI,9.90,1.21万公里,1.6L,自动
福特 嘉年华 2009款 两厢 1.5L 手动时尚型,2.13,8.37万公里,1.5L,手动
雪铁龙C5 2012款 2.3L 自动尊贵型,5.68,8.28万公里,2.3L,自动
大众 宝来 2016款 1.6L 手动时尚型,5.80,3.85万公里,1.6L,手动
丰田 汉兰达 2011款 2.7L 两驱7座豪华版,10.80,15.21万公里,2.7L,自动
宝马5系 2013款 525Li 豪华型,19.58,13.86万公里,2.0T,自动
起亚K2 2015款 三厢 1.4L MT GLS,4.50,5.51万公里,1.4L,手动
日产 奇骏 2014款 2.5L CVT豪华版 4WD,12.76,11.62万公里,2.5L,自动
长安CS75 2014款 1.8T 自动精英型 国IV,6.50,4.88万公里,1.8T,自动
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,8.50,13.55万公里,1.5T,自动
本田XR-V 2020款 1.5L CVT舒适版,13.48,0.12万公里,1.5L,自动
吉利 博越 2016款 1.8TD 自动智尊型,7.88,4.43万公里,1.8T,自动
MG 3SW 2015款 1.5L AMT精英型,4.60,1.14万公里,1.5L,自动
铃木 天语 SX4 2016款 1.6L 自动经典版,6.28,1.57万公里,1.6L,自动
别克 昂科威 2016款 20T 两驱精英型,11.79,7.34万公里,1.5T,自动
长城 炫丽 2011款 CROSS 1.3L AMT,1.60,7.22万公里,1.3L,自动
宝马3系 2016款 320Li 时尚型,18.50,6.21万公里,2.0T,自动
标致2008 2014款 1.6L 自动时尚版,5.36,10.94万公里,1.6L,自动
奥迪A6L 2014款 TFSI 标准型,19.00,15.16万公里,2.0T,自动
现代ix25 2015款 1.6L 自动两驱智能型GLS,8.20,4.56万公里,1.6L,自动
宝马X1 2010款 sDrive18i豪华型(进口),8.50,14.8万公里,2.0L,自动
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,7.60,9.64万公里,1.6L,自动
别克GL8 2013款 2.4L 经典版,8.10,9.14万公里,2.4L,自动
日产 奇骏 2014款 2.0L CVT舒适版 2WD,11.98,5.09万公里,2.0L,自动
丰田 卡罗拉 2017款 改款双擎 1.8L E-CVT精英版,10.50,4.84万公里,1.8L,自动
众泰T600 2015款 2.0T 自动豪华型,4.68,8.98万公里,2.0T,自动
Jeep 指南者 2014款 2.4L 四驱运动版(进口),7.60,6.06万公里,2.4L,自动
吉利 博越 2016款 1.8TD 自动智尊型,8.20,7.34万公里,1.8T,自动
凯迪拉克CT6 2016款 28T 领先型,26.50,4.8万公里,3.0T,自动
别克 威朗 2015款 三厢 15S 自动领先型,7.58,4.55万公里,1.5L,自动
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,8.12,7.12万公里,2.0L,自动
英菲尼迪QX50 2015款 2.5L 悦享版,20.80,2.54万公里,2.5L,自动
雪佛兰 迈锐宝 2013款 1.6T 自动舒适版,5.56,9.5万公里,1.6T,自动
众泰T600 2015款 1.5T 手动豪华型,3.30,5.34万公里,1.5T,手动
大众POLO 2016款 1.4L 自动风尚型,6.10,2.9万公里,1.4L,自动
别克 君威 2015款 1.6T 领先技术型,8.80,6.85万公里,1.6T,自动
大众POLO 2011款 1.6L 自动致尚版,4.18,9.31万公里,1.6L,自动
奥迪S3 2017款 改款 S3 2.0T Limousine(进口),32.80,2.2万公里,2.0T,自动
大众 高尔夫 2011款 1.4TSI 自动豪华型,5.30,6.87万公里,1.4T,自动
别克 英朗 2013款 GT 1.6L 自动时尚版,4.38,13.72万公里,1.6L,自动
奔驰E级 2015款 改款 E 260 L 运动型,25.99,8.19万公里,2.0T,自动
比亚迪F3 2015款 节能版 1.5L 手动豪华型,2.50,5.6万公里,1.5L,手动
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,9.90,6.95万公里,1.5T,自动
丰田 卡罗拉双擎E+ 2020款 1.8L 舒适版,15.80,0.35万公里,1.8L,自动
大众 凌渡 2015款 330TSI DSG舒适版,8.98,4.4万公里,1.8T,自动
福特 福克斯 2012款 两厢经典 1.8L 手动时尚型,3.30,8.46万公里,1.8L,手动
丰田 汉兰达 2009款 2.7L 两驱7座豪华版,12.98,13.66万公里,2.7L,自动
长城M4 2012款 1.5L 手动舒适型,2.35,7.63万公里,1.5L,手动
现代 途胜 2015款 1.6T 双离合两驱智能型,9.60,13.98万公里,1.6T,自动
本田 飞度 2016款 1.5L LXS CVT舒适天窗版,6.68,5.97万公里,1.5L,自动
斯巴鲁XV 2012款 2.0i 精英版,8.18,10.85万公里,2.0L,自动
奔驰GLK级 2011款 GLK 300 4MATIC 时尚型(进口),12.78,12.08万公里,3.0L,自动
别克 君威 2015款 1.6T 精英技术型,10.28,6.13万公里,1.6T,自动
现代ix35 2012款 2.0L 自动两驱新锐版GL,6.18,7.38万公里,2.0L,自动
长安 奔奔 2015款 1.4L IMT尊贵型 国IV,3.40,1.66万公里,1.4L,自动
马自达 阿特兹 2014款 2.0L 蓝天豪华版,10.88,5.64万公里,2.0L,自动
本田 竞瑞 2017款 1.5L CVT经典版,7.98,2.42万公里,1.5L,自动
本田 飞度 2014款 1.5L LX CVT舒适型,5.98,4.5万公里,1.5L,自动
奥迪Q5 2013款 40 TFSI 技术型,19.38,11.07万公里,2.0T,自动
奔驰M级 2010款 ML 300 4MATIC(进口),18.90,5.1万公里,3.0L,自动
标致3008 2013款 1.6THP 罗兰·加洛斯版,6.38,10.59万公里,1.6T,自动
大众 桑塔纳 2018款 1.5L 手动风尚版,4.90,2.63万公里,1.5L,手动
哈弗H6 2017款 红标 运动版 1.5T 自动两驱豪华型,6.88,4.78万公里,1.5T,自动
日产 奇骏 2019款 2.5L CVT智联领先版 4WD,18.98,2.9万公里,2.5L,自动
宝马3系 2012款 318i领先型(进口),9.88,9.92万公里,2.0L,自动
福特 福睿斯 2015款 1.5L 自动舒适型,5.48,6.52万公里,1.5L,自动
荣威550 2010款 550S 1.8L 自动启臻贺岁版,3.00,10.05万公里,1.8L,自动
大众POLO 2011款 1.6L 自动致酷版,4.00,11.55万公里,1.6L,自动
斯柯达Yeti 2016款 1.4TSI DSG前行版,8.90,0.93万公里,1.4T,自动
起亚KX3 2015款 1.6L 自动两驱DLX,7.40,4.84万公里,1.6L,自动
斯柯达 明锐 2012款 1.6L 自动逸杰版,4.20,12.88万公里,1.6L,自动
别克 凯越 2008款 1.6LE-AT,2.55,9.81万公里,1.6L,自动
现代 名图 2014款 1.8L 自动智能型GLS,7.69,6.5万公里,1.8L,自动
别克 君越 2013款 2.4L SIDI领先舒适型,8.88,8.96万公里,2.4L,自动
奥迪A1 2012款 1.4 TFSI Ego(进口),8.08,6.95万公里,1.4T,自动
雪佛兰 科鲁兹 2013款 1.8L SE AT,4.60,11万公里,1.8L,自动
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,7.30,11.36万公里,2.0L,自动
奔驰GLA级 2016款 GLA 200 动感型,16.80,3.55万公里,1.6T,自动
奔驰R级 2011款 R 300 L 商务型(进口),20.80,15.2万公里,3.0L,自动
日产 蓝鸟 2016款 1.6L CVT智酷版,8.85,2.52万公里,1.6L,自动
福特 福克斯 2012款 三厢 1.6L 自动风尚型,3.95,10.62万公里,1.6L,自动
别克 君越 2012款 2.4L SIDI豪雅版,6.58,5.26万公里,2.4L,自动
福特 福睿斯 2015款 1.5L 自动时尚型,6.80,4.31万公里,1.5L,自动
大众 凌渡 2015款 280TSI DSG舒适版,11.28,5.42万公里,1.4T,自动
别克 英朗 2015款 15N 自动进取型,5.40,8.6万公里,1.5L,自动
日产 颐达 2009款 1.6L 自动科技版,4.00,14.3万公里,1.6L,自动
本田XR-V 2015款 1.8L VTi CVT豪华版,11.70,1.76万公里,1.8L,自动
大众POLO 2011款 1.4L 手动致尚版,2.70,7.83万公里,1.4L,手动
大众POLO 2014款 1.6L 自动舒适版,5.68,3.88万公里,1.6L,自动
大众 桑塔纳 2015款 1.6L 手动风尚版,5.86,1.89万公里,1.6L,手动
大众POLO 2011款 1.6L 自动致酷版,4.50,8.55万公里,1.6L,自动
宝马3系 2010款 318i 领先型,7.48,12.35万公里,2.0L,自动
大众POLO 2018款 1.5L 自动安享型,7.60,2.47万公里,1.5L,自动
现代ix25 2015款 1.6L 自动两驱智能型GLS,7.28,8.31万公里,1.6L,自动
大众 桑塔纳 2016款 1.6L 手动舒适版,6.30,3.95万公里,1.6L,手动
现代 悦动 2008款 1.6L MT GL,1.55,12.96万公里,1.6L,手动
丰田 威驰 2017款 1.5L CVT创行版,6.15,5.72万公里,1.5L,自动
奔驰E级 2011款 E 260 L CGI时尚型,14.28,8.82万公里,1.8T,自动
别克 君越 2012款 2.4L SIDI雅致版,7.38,13.97万公里,2.4L,自动
本田 思域 2009款 1.8L 自动舒适版,4.88,10.15万公里,1.8L,自动
奇瑞 瑞虎3 2014款 1.6L CVT智尚版,4.50,5.29万公里,1.6L,自动
福特 福克斯 2009款 两厢 1.8L 自动时尚型,3.20,9.64万公里,1.8L,自动
日产 轩逸 2016款 1.6XV CVT智享版,7.86,4万公里,1.6L,自动
奔驰B级 2009款 B 200 时尚型(进口),6.60,12.16万公里,2.0L,自动
丰田 威驰FS 2017款 1.5L CVT锋驰版,6.68,2.38万公里,1.5L,自动
本田 奥德赛 2015款 改款 2.4L 智享版,21.20,6.83万公里,2.4L,自动
本田 飞度 2016款 1.5L LXS CVT舒适天窗版,6.99,2.65万公里,1.5L,自动
奥迪A4L 2013款 35 TFSI 自动标准型,14.20,8.23万公里,2.0T,自动
福特 福克斯 2012款 两厢 1.6L 自动风尚型,6.20,6.21万公里,1.6L,自动
奔驰C级 2011款 C 180K 经典型,10.80,9.47万公里,1.6T,自动
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,5.48,3.35万公里,1.8L,自动
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,6.68,4.22万公里,1.5L,自动
大众 宝来 2011款 1.4T 自动舒适型,3.75,12.42万公里,1.4T,自动
别克 凯越 2015款 1.5L 自动经典型,4.75,6.26万公里,1.5L,自动
日产 轩逸 2016款 经典 1.6XE 手动领先版,5.80,5.22万公里,1.6L,手动
雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,5.38,4.78万公里,1.5L,自动
起亚K2 2017款 三厢 1.4L AT GLS,5.60,4.38万公里,1.4L,自动
大众 2016款 途安L 280TSI 自动舒适版,10.80,6.37万公里,1.4T,自动
本田 缤智 2015款 1.5L CVT两驱舒适型,9.68,4.55万公里,1.5L,自动
宝马X1 2013款 xDrive20i X设计套装,14.80,4.67万公里,2.0T,自动
陆风X7 2015款 2.0T 全景旗舰版,6.68,5.59万公里,2.0T,自动
奥迪A4L 2009款 2.0 TFSI 舒适型,7.80,10.18万公里,2.0T,自动
宝马X1 2014款 sDrive18i 时尚型,12.68,13.74万公里,2.0T,自动
现代ix25 2015款 1.6L 自动两驱尊贵型DLX,8.50,6.78万公里,1.6L,自动
现代 朗动 2016款 1.6L 自动智能型,6.98,3.57万公里,1.6L,自动
奔驰GLK级 2012款 GLK 300 4MATIC 时尚型,14.80,15.05万公里,3.0L,自动
别克 英朗 2013款 GT 1.6L 自动时尚版,5.38,8.91万公里,1.6L,自动
大众 捷达 2013款 1.6L 手动舒适型,4.18,5.32万公里,1.6L,手动
哈弗H6 2013款 运动版 1.5T 手动四驱精英型,5.18,8.81万公里,1.5T,手动
别克 君威 2015款 2.0L 精英时尚型,8.38,6.81万公里,2.0L,自动
雪佛兰 赛欧 2011款 三厢 1.4L AMT幸福版,2.20,6.98万公里,1.4L,自动
奥迪A6L 2014款 TFSI 舒适型,22.78,6.51万公里,2.0T,自动
起亚 智跑 2012款 2.0L 自动两驱版GLS,6.38,15.24万公里,2.0L,自动
雪佛兰 乐风 2009款 1.4 SE AT,1.95,4.61万公里,1.4L,自动
雷诺 科雷傲 2010款 2.5L 四驱舒适型(进口),6.50,8.4万公里,2.5L,自动
起亚K2 2015款 三厢 1.4L MT GLS,3.90,3.57万公里,1.4L,手动
现代ix25 2015款 1.6L 自动两驱智能型GLS,7.00,6.79万公里,1.6L,自动
雪铁龙 C4世嘉 2016款 1.6L 自动舒适型,4.90,7.05万公里,1.6L,自动
日产 逍客 2016款 2.0L CVT豪华版,11.60,4.33万公里,2.0L,自动
大众 迈腾 2012款 改款 1.8TSI 领先型,8.50,10.68万公里,1.8T,自动
标致308 2014款 乐享版 经典 1.6L 自动风尚型,4.80,5.29万公里,1.6L,自动
东南DX3 2018款 1.5T CVT尊贵型,6.29,1.82万公里,1.5T,自动
大众 捷达 2015款 1.6L 手动舒适型,4.25,8.13万公里,1.6L,手动
丰田 汉兰达 2015款 2.0T 四驱精英版 7座,23.60,7.89万公里,2.0T,自动
雪佛兰 科帕奇 2015款 2.4L 四驱旗舰版 7座,9.80,9万公里,2.4L,自动
标致307 2007款 改款 2.0L 自动尊享版,2.00,14.05万公里,2.0L,自动
雷克萨斯RX经典 2009款 450h,29.80,4万公里,3.5L,自动
别克 英朗 2012款 XT 1.6L 自动时尚版,4.28,13.85万公里,1.6L,自动
福特 福克斯 2012款 三厢 1.6L 自动舒适型,6.48,6.83万公里,1.6L,自动
大众 高尔夫 2012款 1.4TSI 自动舒适型,5.98,7.92万公里,1.4T,自动
凯迪拉克XTS 2016款 28T 豪华型,17.80,6.4万公里,2.0T,自动
起亚KX3 2015款 1.6L 自动两驱DLX,7.38,8.05万公里,1.6L,自动
雪佛兰 赛欧 2010款 三厢 1.4L AMT优逸版,1.98,10.21万公里,1.4L,自动
宝马X3 2013款 xDrive20i 豪华型(进口),19.68,4.1万公里,2.0T,自动
奥迪Q5 2010款 2.0TFSI 舒适型,11.80,16.48万公里,2.0T,自动
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,7.00,6.63万公里,1.6L,自动
日产 蓝鸟 2016款 1.6L CVT智酷版,8.73,3.15万公里,1.6L,自动
荣威550 2008款 550D 1.8T 自动品臻版,1.95,9.48万公里,1.8T,自动
大众 宝来 2016款 1.6L 手动时尚型,6.18,6.83万公里,1.6L,手动
福特 福克斯 2009款 两厢 1.8L 自动时尚型,2.80,13.41万公里,1.8L,自动
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,8.50,4.93万公里,2.0L,自动
大众 宝来 2013款 1.4T 自动舒适型,5.68,5.16万公里,1.4T,自动
奇瑞QQme 2010款 1.3L AMT自由巡航,0.85,4.98万公里,1.3L,自动
大众 高尔夫 2011款 1.4TSI 自动舒适型,5.70,12.34万公里,1.4T,自动
日产 逍客 2010款 20X雷 CVT 2WD,4.51,10.56万公里,2.0L,自动
英菲尼迪Q50L 2015款 2.0T 悦享版,18.10,3.29万公里,2.0T,自动
本田 缤智 2015款 1.8L CVT四驱旗舰型,10.80,3.52万公里,1.8L,自动
福特 嘉年华 2011款 两厢 1.5L 自动运动型,3.95,5.95万公里,1.5L,自动
铃木 雨燕 2014款 1.5L 自动时尚型,5.80,2.16万公里,1.5L,自动
哈弗H2 2016款 红标 1.5T 自动两驱豪华型,6.20,4.89万公里,1.5T,自动
别克 英朗 2012款 GT 1.6L 自动时尚版,4.50,5.44万公里,1.6L,自动
别克 英朗 2015款 15N 手动精英型,4.98,5.3万公里,1.5L,手动
日产 逍客 2010款 20X雷 CVT 2WD,4.80,9.99万公里,2.0L,自动
吉利 帝豪 2016款 三厢 1.5L 手动向上版,3.28,5.04万公里,1.5L,手动
福特 翼虎 2013款 2.0L GTDi 四驱精英型,9.38,5.77万公里,2.0T,自动
大众POLO 2011款 1.4L 自动致酷版,3.60,9.31万公里,1.4L,自动
奔驰C级 2010款 C 180K 经典型,8.98,14万公里,1.6T,自动
别克 君越 2010款 2.4L豪华版,5.60,12.49万公里,2.4L,自动
别克 英朗 2016款 15N 自动精英型,5.80,4.31万公里,1.5L,自动
雪铁龙C4L 2014款 1.8L 智驱版 自动劲享型,4.39,14.16万公里,1.8L,自动
荣威550 2009款 550S 1.8L 自动启臻版,2.80,14.05万公里,1.8L,自动
奔驰C级 2013款 C 260 CGI 优雅型,11.20,10.87万公里,1.8T,自动
传祺GA6 2016款 235T 手动精英版,6.28,0.76万公里,1.5T,手动
奥迪Q3 2015款 30 TFSI 进取型,14.98,6.2万公里,1.4T,自动
日产 轩逸 2020款 1.6L XL CVT悦享版,11.80,1.48万公里,1.6L,自动
别克 凯越 2008款 1.6LE-AT,2.20,9.33万公里,1.6L,自动
别克 英朗 2013款 GT 1.6L 自动时尚版,6.00,5.58万公里,1.6L,自动
中华V5 2012款 1.5T 自动两驱运动型,4.20,7.44万公里,1.5T,自动
现代 全新胜达 2013款 2.4L 自动两驱智能型,8.12,6.98万公里,2.4L,自动
福特 嘉年华 2011款 两厢 1.5L 手动时尚型,2.58,9.51万公里,1.5L,手动
福特 翼搏 2013款 1.5L 自动风尚型,5.98,7.62万公里,1.5L,自动
福特 探险者 2016款 2.3T 精英版(进口),24.80,8.12万公里,2.3T,自动
起亚 智跑 2012款 2.4L 自动四驱版Premium,5.98,11.79万公里,2.4L,自动
凯迪拉克CTS 2010款 3.0豪华运动版(进口),7.60,12.57万公里,3.0L,自动
长安CS75 2014款 1.8T 自动精英型 国IV,5.58,5.39万公里,1.8T,自动
奥迪A8L 2011款 A8L 3.0 TFSI quattro舒适型(213kW)(进口),20.40,14.29万公里,3.0T,自动
现代 索纳塔八 2011款 2.0L 自动至尊版,5.98,8.69万公里,2.0L,自动
奥迪A4L 2012款 2.0 TFSI 自动舒适型,10.80,9.85万公里,2.0T,自动
荣威550 2012款 550 1.8L 自动超值版,2.88,10.47万公里,1.8L,自动
雪佛兰 科鲁兹 2011款 1.8L SE AT,3.30,6.81万公里,1.8L,自动
现代 途胜 2015款 1.6T 双离合两驱智能型,9.68,8.28万公里,1.6T,自动
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,25.80,5.79万公里,2.0T,自动
哈弗H2 2014款 1.5T 手动两驱精英版,3.80,6.94万公里,1.5T,手动
大众 高尔夫 2014款 1.4TSI 自动舒适型,8.30,2.32万公里,1.4T,自动
别克GL8 2011款 3.0L XT豪华商务旗舰版,12.00,17.56万公里,3.0L,自动
雪佛兰 赛欧 2013款 三厢 1.2L AMT理想版,2.38,5.44万公里,1.2L,自动
铃木 奥拓 2013款 1.0L 手动豪华型,2.10,3.59万公里,1.0L,手动
长安CS75 2015款 1.8T 自动四驱精英型 国V,7.50,3.41万公里,1.8T,自动
别克 凯越 2011款 1.6LX-AT,3.50,5.09万公里,1.6L,自动
大众 捷达 2013款 1.6L 自动舒适型,3.98,8.66万公里,1.6L,自动
雪佛兰 科鲁兹 2013款 1.6L SL MT,2.68,7.25万公里,1.6L,手动
别克 英朗 2015款 18T 双离合精英型,5.98,4.55万公里,1.4T,自动
福特 福睿斯 2015款 1.5L 自动时尚型,5.60,2.89万公里,1.5L,自动
别克 英朗 2014款 XT 1.6L 自动时尚版,5.68,8.89万公里,1.6L,自动
大众 途安 2011款 1.4T 自动智雅版5座,6.80,6.13万公里,1.4T,自动
大众 途观 2013款 1.8TSI 自动两驱舒适版,9.90,10.66万公里,1.8T,自动
比亚迪 秦 2015款 1.5T 双冠旗舰Plus版,5.99,5.95万公里,1.5T,自动
大众 迈腾 2009款 1.8TSI DSG舒适型,4.05,15.63万公里,1.8T,自动
奥迪Q5 2016款 40 TFSI 技术型,23.90,7.44万公里,2.0T,自动
奔驰A级 2011款 A 160(进口),6.80,5.7万公里,1.5L,自动
奔驰C级 2013款 C 180 CGI 经典型,11.20,12.48万公里,1.8T,自动
