奥迪A1 2012款 1.4 TFSI Ego(进口),27.12万,8.08,2012年,6.95万公里,1.4T,自动
雪佛兰 科鲁兹 2013款 1.8L SE AT,14.86万,4.60,2014年,11万公里,1.8L,自动
奔驰GLA级 2016款 GLA 200 动感型,29.29万,16.80,2016年,3.55万公里,1.6T,自动
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,9.31万,6.36,2017年,3.52万公里,1.5L,自动
奔驰R级 2011款 R 300 L 商务型(进口),64.91万,20.80,2013年,15.2万公里,3.0L,自动
日产 蓝鸟 2016款 1.6L CVT智酷版,14.32万,8.85,2018年,2.52万公里,1.6L,自动
福特 福克斯 2012款 三厢 1.6L 自动风尚型,15.62万,3.95,2012年,10.62万公里,1.6L,自动
别克 君越 2012款 2.4L SIDI豪雅版,27.78万,6.58,2011年,5.26万公里,2.4L,自动
福特 福睿斯 2015款 1.5L 自动时尚型,13.00万,6.80,2017年,4.31万公里,1.5L,自动
大众 凌渡 2015款 280TSI DSG舒适版,19.96万,11.28,2016年,5.42万公里,1.4T,自动
别克 昂科拉 2015款 1.4T 自动两驱都市领先型,18.33万,7.85,2015年,5.27万公里,1.4T,自动
别克 英朗 2015款 15N 自动进取型,13.01万,5.40,2015年,8.6万公里,1.5L,自动
日产 颐达 2009款 1.6L 自动科技版,14.42万,4.00,2010年,14.3万公里,1.6L,自动
本田XR-V 2015款 1.8L VTi CVT豪华版,17.67万,11.70,2016年,1.76万公里,1.8L,自动
大众POLO 2011款 1.4L 手动致尚版,10.30万,2.70,2011年,7.83万公里,1.4L,手动
大众POLO 2014款 1.6L 自动舒适版,11.28万,5.68,2015年,3.88万公里,1.6L,自动
大众 桑塔纳 2015款 1.6L 手动风尚版,9.76万,5.86,2018年,1.89万公里,1.6L,手动
大众POLO 2011款 1.6L 自动致酷版,13.45万,4.50,2011年,8.55万公里,1.6L,自动
宝马3系 2010款 318i 领先型,31.80万,7.48,2010年,12.35万公里,2.0L,自动
大众POLO 2018款 1.5L 自动安享型,11.06万,7.60,2018年,2.47万公里,1.5L,自动
现代ix25 2015款 1.6L 自动两驱智能型GLS,15.50万,7.28,2015年,8.31万公里,1.6L,自动
大众 桑塔纳 2016款 1.6L 手动舒适版,11.27万,6.30,2018年,3.95万公里,1.6L,手动
现代 悦动 2008款 1.6L MT GL,10.83万,1.55,2009年,12.96万公里,1.6L,手动
丰田 威驰 2017款 1.5L CVT创行版,9.53万,6.15,2016年,5.72万公里,1.5L,自动
奔驰E级 2011款 E 260 L CGI时尚型,60.79万,14.28,2012年,8.82万公里,1.8T,自动
别克 君越 2012款 2.4L SIDI雅致版,25.61万,7.38,2013年,13.97万公里,2.4L,自动
本田 思域 2009款 1.8L 自动舒适版,16.26万,4.88,2010年,10.15万公里,1.8L,自动
奇瑞 瑞虎3 2014款 1.6L CVT智尚版,9.54万,4.50,2015年,5.29万公里,1.6L,自动
福特 福克斯 2009款 两厢 1.8L 自动时尚型,14.64万,3.20,2010年,9.64万公里,1.8L,自动
日产 轩逸 2016款 1.6XV CVT智享版,15.17万,7.86,2016年,4万公里,1.6L,自动
奔驰B级 2009款 B 200 时尚型(进口),34.63万,6.60,2010年,12.16万公里,2.0L,自动
丰田 威驰FS 2017款 1.5L CVT锋驰版,9.31万,6.68,2017年,2.38万公里,1.5L,自动
本田 奥德赛 2015款 改款 2.4L 智享版,28.96万,21.20,2016年,6.83万公里,2.4L,自动
本田 飞度 2016款 1.5L LXS CVT舒适天窗版,9.31万,6.99,2017年,2.65万公里,1.5L,自动
奥迪A4L 2013款 35 TFSI 自动标准型,33.63万,14.20,2013年,8.23万公里,2.0T,自动
福特 福克斯 2012款 两厢 1.6L 自动风尚型,15.62万,6.20,2015年,6.21万公里,1.6L,自动
奔驰C级 2011款 C 180K 经典型,33.43万,10.80,2011年,9.47万公里,1.6T,自动
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,11.92万,5.48,2016年,3.35万公里,1.8L,自动
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,9.31万,6.68,2017年,4.22万公里,1.5L,自动
大众 宝来 2011款 1.4T 自动舒适型,15.50万,3.75,2011年,12.42万公里,1.4T,自动
别克 凯越 2015款 1.5L 自动经典型,9.98万,4.75,2016年,6.26万公里,1.5L,自动
雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,11.93万,5.38,2015年,4.78万公里,1.5L,自动
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,11.92万,4.48,2014年,2.2万公里,1.8L,自动
起亚K2 2017款 三厢 1.4L AT GLS,9.65万,5.60,2017年,4.38万公里,1.4L,自动
大众 2016款 途安L 280TSI 自动舒适版,20.28万,10.80,2017年,6.37万公里,1.4T,自动
本田 缤智 2015款 1.5L CVT两驱舒适型,14.85万,9.68,2016年,4.55万公里,1.5L,自动
宝马X1 2013款 xDrive20i X设计套装,44.29万,14.80,2014年,4.67万公里,2.0T,自动
陆风X7 2015款 2.0T 全景旗舰版,16.04万,6.68,2017年,5.59万公里,2.0T,自动
奥迪A4L 2009款 2.0 TFSI 舒适型,35.81万,7.80,2009年,10.18万公里,2.0T,自动
宝马X1 2014款 sDrive18i 时尚型,30.94万,12.68,2014年,13.74万公里,2.0T,自动
现代ix25 2015款 1.6L 自动两驱尊贵型DLX,17.02万,8.50,2016年,6.78万公里,1.6L,自动
斯巴鲁XV 2012款 2.0i 精英版,23.86万,7.98,2013年,10.85万公里,2.0L,自动
现代 朗动 2016款 1.6L 自动智能型,12.57万,6.98,2017年,3.57万公里,1.6L,自动
奔驰GLK级 2012款 GLK 300 4MATIC 时尚型,51.56万,14.80,2012年,15.05万公里,3.0L,自动
别克 英朗 2013款 GT 1.6L 自动时尚版,16.58万,5.38,2015年,8.91万公里,1.6L,自动
大众 捷达 2013款 1.6L 手动舒适型,10.67万,4.18,2014年,5.32万公里,1.6L,手动
哈弗H6 2013款 运动版 1.5T 手动四驱精英型,14.31万,5.18,2014年,8.81万公里,1.5T,手动
别克 君威 2015款 2.0L 精英时尚型,21.05万,8.38,2016年,6.81万公里,2.0L,自动
雪佛兰 赛欧 2011款 三厢 1.4L AMT幸福版,8.61万,2.20,2012年,6.98万公里,1.4L,自动
奥迪A6L 2014款 TFSI 舒适型,48.48万,22.78,2015年,6.51万公里,2.0T,自动
起亚 智跑 2012款 2.0L 自动两驱版GLS,20.93万,6.38,2012年,15.24万公里,2.0L,自动
雪佛兰 乐风 2009款 1.4 SE AT,9.76万,1.95,2010年,4.61万公里,1.4L,自动
雷诺 科雷傲 2010款 2.5L 四驱舒适型(进口),29.09万,6.50,2010年,8.4万公里,2.5L,自动
起亚K2 2015款 三厢 1.4L MT GLS,8.46万,3.90,2015年,3.57万公里,1.4L,手动
现代ix25 2015款 1.6L 自动两驱智能型GLS,15.50万,7.00,2016年,6.79万公里,1.6L,自动
雪铁龙 C4世嘉 2016款 1.6L 自动舒适型,12.03万,4.90,2016年,7.05万公里,1.6L,自动
日产 逍客 2016款 2.0L CVT豪华版,18.21万,11.60,2016年,4.33万公里,2.0L,自动
大众 迈腾 2012款 改款 1.8TSI 领先型,23.86万,8.50,2012年,10.68万公里,1.8T,自动
标致308 2014款 乐享版 经典 1.6L 自动风尚型,13.45万,4.80,2015年,5.29万公里,1.6L,自动
东南DX3 2018款 1.5T CVT尊贵型,9.76万,6.29,2018年,1.82万公里,1.5T,自动
大众 捷达 2015款 1.6L 手动舒适型,10.67万,4.25,2014年,8.13万公里,1.6L,手动
丰田 汉兰达 2015款 2.0T 四驱精英版 7座,28.09万,23.60,2015年,7.89万公里,2.0T,自动
雪佛兰 科帕奇 2015款 2.4L 四驱旗舰版 7座,22.78万,9.80,2016年,9万公里,2.4L,自动
标致307 2007款 改款 2.0L 自动尊享版,18.00万,2.00,2009年,14.05万公里,2.0L,自动
雷克萨斯RX经典 2009款 450h,103.55万,29.80,2010年,4万公里,3.5L,自动
别克 英朗 2012款 XT 1.6L 自动时尚版,16.27万,4.28,2012年,13.85万公里,1.6L,自动
福特 福克斯 2012款 三厢 1.6L 自动舒适型,14.21万,6.48,2015年,6.83万公里,1.6L,自动
大众 高尔夫 2012款 1.4TSI 自动舒适型,15.72万,5.98,2012年,7.92万公里,1.4T,自动
凯迪拉克XTS 2016款 28T 豪华型,44.49万,17.80,2016年,6.4万公里,2.0T,自动
起亚KX3 2015款 1.6L 自动两驱DLX,15.28万,7.38,2016年,8.05万公里,1.6L,自动
现代ix35 2010款 2.0L 自动两驱新锐版GL,19.95万,4.98,2011年,9.14万公里,2.0L,自动
日产 蓝鸟 2016款 1.6L CVT智酷版,14.32万,8.73,2018年,3.15万公里,1.6L,自动
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,21.36万,8.50,2016年,4.93万公里,2.0L,自动
日产 逍客 2010款 20X雷 CVT 2WD,20.49万,4.51,2010年,10.56万公里,2.0L,自动
英菲尼迪Q50L 2015款 2.0T 悦享版,33.63万,18.10,2016年,3.29万公里,2.0T,自动
铃木 雨燕 2014款 1.5L 自动时尚型,8.12万,5.80,2016年,2.16万公里,1.5L,自动
哈弗H2 2016款 红标 1.5T 自动两驱豪华型,13.33万,6.20,2016年,4.89万公里,1.5T,自动
别克 英朗 2015款 15N 手动精英型,12.69万,4.98,2016年,5.3万公里,1.5L,手动
别克 英朗 2016款 15N 自动精英型,13.77万,5.80,2016年,4.31万公里,1.5L,自动
传祺GA6 2016款 235T 手动精英版,12.24万,6.28,2018年,0.76万公里,1.5T,手动
日产 轩逸 2020款 1.6L XL CVT悦享版,14.10万,11.80,2020年,1.48万公里,1.6L,自动
福特 翼搏 2013款 1.5L 自动风尚型,12.24万,5.98,2016年,7.62万公里,1.5L,自动
日产 逍客 2010款 20X雷 CVT 2WD,20.49万,4.80,2009年,9.99万公里,2.0L,自动
别克 英朗 2016款 15N 自动精英型,13.77万,6.67,2016年,5.46万公里,1.5L,自动
奥迪Q3 2015款 30 TFSI 进取型,28.96万,14.98,2015年,6.2万公里,1.4T,自动
福特 福克斯 2017款 三厢 1.6L 自动舒适型智行版,13.76万,6.46,2017年,1.24万公里,1.6L,自动
现代 全新胜达 2013款 2.4L 自动两驱智能型,27.12万,8.12,2013年,6.98万公里,2.4L,自动
大众CC 2016款 2.0TSI 豪华型,30.81万,17.00,2017年,4.73万公里,2.0T,自动
中华V5 2012款 1.5T 自动两驱运动型,14.09万,4.20,2014年,7.44万公里,1.5T,自动
别克 英朗 2013款 GT 1.6L 自动时尚版,16.58万,6.00,2015年,5.58万公里,1.6L,自动
哈弗H2 2014款 1.5T 手动两驱精英版,11.27万,3.80,2014年,6.94万公里,1.5T,手动
日产 天籁 2008款 2.0L XL舒适版,21.69万,5.66,2010年,15.38万公里,2.0L,自动
福特 翼虎 2013款 1.6L GTDi 两驱风尚型,23.64万,7.90,2013年,8.23万公里,1.6T,自动
福特 翼虎 2013款 2.0L GTDi 四驱精英型,27.44万,9.38,2014年,5.77万公里,2.0T,自动
别克GL8 2011款 3.0L XT豪华商务旗舰版,42.12万,12.00,2012年,17.56万公里,3.0L,自动
铃木 奥拓 2013款 1.0L 手动豪华型,5.53万,2.10,2014年,3.59万公里,1.0L,手动
现代 索纳塔八 2011款 2.0L 自动至尊版,22.13万,5.98,2011年,8.69万公里,2.0L,自动
奥迪Q5 2010款 2.0TFSI 舒适型,51.65万,11.80,2010年,16.48万公里,2.0T,自动
荣威550 2008款 550D 1.8T 自动品臻版,18.11万,1.95,2009年,9.48万公里,1.8T,自动
奔驰GLK级 2012款 GLK 300 4MATIC 时尚型,51.56万,14.20,2012年,15.57万公里,3.0L,自动
凯迪拉克CTS 2010款 3.0豪华运动版(进口),46.65万,7.60,2010年,12.57万公里,3.0L,自动
奥迪A4L 2012款 2.0 TFSI 自动舒适型,35.81万,10.80,2012年,9.85万公里,2.0T,自动
奔腾B70 2012款 1.8L 自动时尚型,14.52万,4.15,2013年,8.17万公里,1.8L,自动
奔驰C级 2013款 C 180 CGI 经典型,33.43万,11.20,2013年,12.48万公里,1.8T,自动
雪铁龙C4L 2014款 1.8L 智驱版 自动劲享型,15.73万,4.39,2014年,14.16万公里,1.8L,自动
福特 福克斯 2012款 三厢 1.6L 自动舒适型,14.21万,4.98,2014年,5.68万公里,1.6L,自动
雪佛兰 迈锐宝 2012款 2.0L 自动豪华版,19.53万,5.80,2012年,12.34万公里,2.0L,自动
奥迪A4L 2010款 2.0 TFSI 标准型,33.63万,9.30,2010年,9.5万公里,2.0T,自动
雪佛兰 科鲁兹 2013款 1.6L SE MT,13.01万,4.50,2014年,7.1万公里,1.6L,手动
别克 君越 2010款 2.4L豪华版,29.62万,5.60,2010年,12.49万公里,2.4L,自动
奔驰C级 2010款 C 180K 经典型,33.43万,8.98,2010年,14万公里,1.6T,自动
别克 君威 2012款 2.0L 豪华版,22.13万,5.26,2013年,15.85万公里,2.0L,自动
奔驰C级 2013款 C 260 CGI 优雅型,38.32万,11.20,2013年,10.87万公里,1.8T,自动
日产 骐达 2008款 1.6L 自动智能型,13.76万,3.88,2010年,6.93万公里,1.6L,自动
奔驰C级 2011款 C 200 CGI 时尚型,42.12万,12.60,2013年,6.35万公里,1.8T,自动
福特 福克斯 2012款 两厢 1.6L 自动风尚型,15.62万,5.00,2013年,8.69万公里,1.6L,自动
大众 途观 2013款 1.8TSI 自动两驱舒适版,25.81万,9.90,2014年,10.66万公里,1.8T,自动
福特 福克斯 2012款 三厢 1.6L 手动舒适型,13.01万,3.38,2012年,6.63万公里,1.6L,手动
雪铁龙 世嘉 2013款 两厢 1.6L 自动乐尚型,12.79万,3.98,2013年,6.62万公里,1.6L,自动
福特 福克斯 2009款 两厢 1.8L 自动时尚型,14.64万,2.80,2009年,13.41万公里,1.8L,自动
别克 英朗 2012款 GT 1.6L 自动时尚版,16.58万,4.50,2012年,5.44万公里,1.6L,自动
别克 英朗 2012款 GT 1.6L 自动时尚版,16.58万,4.30,2012年,6.3万公里,1.6L,自动
大众 途观 2013款 1.8TSI 自动两驱豪华型,28.20万,9.88,2013年,9.09万公里,1.8T,自动
奇瑞QQme 2010款 1.3L AMT自由巡航,7.06万,0.85,2010年,4.98万公里,1.3L,自动
大众 途观 2010款 1.8TSI 自动两驱菁英版,27.33万,9.10,2012年,7.39万公里,1.8T,自动
荣威550 2009款 550S 1.8L 自动启臻版,16.37万,2.80,2011年,14.05万公里,1.8L,自动
别克 君威 2011款 2.0L 舒适版,20.07万,4.66,2011年,9.39万公里,2.0L,自动
福特 蒙迪欧-致胜 2011款 2.0L GTDi200时尚型,21.69万,5.15,2013年,12.37万公里,2.0T,自动
别克 英朗 2013款 GT 1.6L 自动时尚版,16.58万,4.98,2015年,6.86万公里,1.6L,自动
别克 英朗 2013款 GT 1.6L 自动时尚版,16.58万,5.00,2014年,7.22万公里,1.6L,自动
大众 迈腾 2013款 1.8TSI 领先型,23.86万,10.08,2013年,8.79万公里,1.8T,自动
大众 高尔夫 2012款 1.6 手动时尚型,12.91万,4.88,2012年,9.57万公里,1.6L,手动
别克 凯越 2011款 1.6LX-AT,11.39万,3.50,2013年,5.09万公里,1.6L,自动
奔驰A级 2011款 A 160(进口),25.83万,6.80,2011年,5.7万公里,1.5L,自动
福特 嘉年华 2011款 两厢 1.5L 自动运动型,11.93万,3.95,2012年,5.95万公里,1.5L,自动
雪佛兰 斯帕可 2011款 1.0 SE MT(进口),8.44万,1.98,2011年,10.03万公里,1.0L,手动
别克 英朗 2012款 GT 1.8L 自动时尚真皮版,17.94万,3.66,2012年,10.15万公里,1.8L,自动
雪佛兰 科鲁兹 2013款 1.6L SL MT,11.82万,2.68,2013年,7.25万公里,1.6L,手动
福特 嘉年华 2011款 两厢 1.5L 手动时尚型,9.76万,2.58,2012年,9.51万公里,1.5L,手动
大众 途安 2011款 1.4T 自动智雅版5座,19.41万,6.80,2012年,6.13万公里,1.4T,自动
大众 高尔夫 2016款 1.6L 自动时尚型,14.53万,8.80,2016年,2.5万公里,1.6L,自动
大众 高尔夫 2014款 1.4TSI 自动舒适型,16.81万,8.30,2014年,2.32万公里,1.4T,自动
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,13.56万,8.09,2016年,4.05万公里,1.6L,自动
雪佛兰 科鲁兹 2011款 1.8L SE AT,14.86万,3.30,2011年,6.81万公里,1.8L,自动
雪佛兰 赛欧 2010款 三厢 1.4L AMT优逸版,8.23万,1.98,2011年,10.21万公里,1.4L,自动
别克 凯越 2008款 1.6LE-AT,12.80万,2.20,2010年,9.33万公里,1.6L,自动
雪佛兰 赛欧 2013款 三厢 1.2L AMT理想版,7.25万,2.38,2012年,5.44万公里,1.2L,自动
大众 宝来 2016款 1.6L 手动时尚型,11.70万,6.18,2017年,6.83万公里,1.6L,手动
大众 迈腾 2009款 1.8TSI DSG舒适型,24.62万,4.05,2009年,15.63万公里,1.8T,自动
大众 高尔夫 2011款 1.4TSI 自动豪华型,18.11万,6.00,2011年,6.43万公里,1.4T,自动
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,13.56万,7.00,2017年,6.63万公里,1.6L,自动
大众 高尔夫 2011款 1.4TSI 自动舒适型,16.26万,5.70,2011年,12.34万公里,1.4T,自动
大众 高尔夫 2011款 1.4TSI 自动舒适型,16.26万,5.68,2011年,4.43万公里,1.4T,自动
大众 朗逸 2013款 1.4TSI DSG舒适版,16.05万,5.28,2012年,6.34万公里,1.4T,自动
大众 朗逸 2008款 1.6L 自动品轩版,15.83万,1.95,2009年,8.3万公里,1.6L,自动
大众 捷达 2013款 1.6L 手动时尚型,9.58万,3.98,2014年,6.41万公里,1.6L,手动
大众POLO 2016款 1.4L 自动风尚型,9.54万,5.80,2016年,2.84万公里,1.4L,自动
大众 捷达 2013款 1.6L 自动舒适型,11.76万,3.98,2013年,8.66万公里,1.6L,自动
大众 宝来 2013款 1.4T 自动舒适型,15.23万,5.68,2013年,5.16万公里,1.4T,自动
大众POLO 2011款 1.4L 自动致酷版,12.91万,3.60,2011年,9.31万公里,1.4L,自动
福特 福克斯 2012款 三厢 1.6L 自动舒适型,14.21万,5.00,2014年,7.75万公里,1.6L,自动
日产 逍客 2012款 2.0XL 火 CVT 2WD,17.89万,6.98,2013年,11.22万公里,2.0L,自动
丰田 卡罗拉 2017款 改款 1.2T S-CVT GL,12.79万,10.60,2019年,1.68万公里,1.2T,自动
菲亚特 菲翔 2014款 1.4T 手动劲享版,13.55万,3.56,2014年,6.91万公里,1.4T,手动
现代 悦动 2010款 1.6L MT GL,10.83万,2.50,2010年,12.96万公里,1.6L,手动
大众 宝来 2018款 1.5L 自动时尚型,13.00万,8.88,2019年,0.95万公里,1.5L,自动
起亚 奕跑 2019款 1.4L 自动趣享版 国VI,8.66万,6.90,2019年,1.34万公里,1.4L,自动
别克 君越 2010款 2.4L豪雅版,27.45万,5.99,2011年,15.78万公里,2.4L,自动
雪佛兰 2015款 赛欧3 1.5L 手动理想天窗版,7.37万,3.49,2016年,3.8万公里,1.5L,手动
雪佛兰 科沃兹 2019款 320 自动欣享版,9.65万,6.68,2019年,1.09万公里,1.5L,自动
新宝骏RM-5 2019款 1.5T CVT 24小时在线尊贵型 7座,13.11万,9.80,2020年,0.39万公里,1.5T,自动
大众 速腾 2012款 1.6L 自动舒适型,16.37万,6.38,2013年,8.95万公里,1.6L,自动
起亚 福瑞迪 2011款 1.6L AT Premium,13.33万,3.48,2011年,8.71万公里,1.6L,自动
东南DX7 2019款 1.5T 自动智联至尊版 国VI,14.10万,9.98,2020年,0.42万公里,1.5T,自动
本田 凌派 2019款 180Turbo CVT舒适版 国V,11.92万,8.90,2019年,2.02万公里,1.0T,自动
别克 凯越 2018款 15N CVT精英型,10.19万,5.98,2018年,4.54万公里,1.3L,自动
丰田C-HR 2018款 2.0L 领先版 国V,16.48万,12.38,2018年,3.05万公里,2.0L,自动
宝马5系 2014款 525Li 豪华设计套装,54.23万,27.00,2016年,10.43万公里,2.0T,自动
斯巴鲁 森林人 2013款 2.5i 自动尊贵版,32.33万,11.58,2013年,13.34万公里,2.5L,自动
哈弗H5 2013款 智尊版 2.0T手动四驱精英型,12.57万,5.88,2015年,5.75万公里,2.0T,手动
MINI Countryman 2011款 1.6T COOPER S ALL4,40.81万,13.30,2011年,7.82万公里,1.6T,自动
别克 英朗 2017款 15N 自动进取型,13.01万,7.00,2017年,3.22万公里,1.5L,自动
福特 经典全顺 2.8柴油手动6座,,8.80,2016年,6.32万公里,2.8L,手动
日产 轩逸 2016款 1.6XL CVT豪华版,14.65万,8.38,2017年,5.85万公里,1.6L,自动
奔驰GLC级 2016款 GLC 260 4MATIC 动感型,46.46万,29.00,2016年,5.6万公里,2.0T,自动
哈弗H7 2016款 蓝标H7 2.0T 自动豪华型,17.26万,10.88,2017年,5.11万公里,2.0T,自动
现代 瑞纳 2014款 1.4L 手动智能型GLS,8.56万,3.99,2015年,9.47万公里,1.4L,手动
奔驰C级 2010款 C 260 时尚型,46.46万,8.98,2010年,14.25万公里,2.5L,自动
启辰T70 2016款 2.0L CVT睿趣版,12.79万,6.88,2017年,4.73万公里,2.0L,自动
雪佛兰 科沃兹 2018款 320 自动欣享天窗版,9.87万,6.50,2018年,4.96万公里,1.5L,自动
北汽威旺M20 2017款 1.5L M20S 基本型DAM15DL,4.54万,2.80,2017年,3.03万公里,1.5L,手动
福特 福睿斯 2017款 改款 1.5L 自动舒适型,11.70万,7.18,2018年,4.3万公里,1.5L,自动
现代 途胜 2015款 1.6T 双离合两驱智能型,19.53万,10.88,2017年,4.02万公里,1.6T,自动
日产 骐达 2016款 1.6L CVT酷动版,12.36万,8.70,2018年,4.08万公里,1.6L,自动
比亚迪F3R 2008款 1.6L 自动挡,8.01万,1.38,2010年,2.05万公里,1.6L,自动
雷克萨斯NX 2015款 200 前驱 锋行版,34.52万,24.50,2016年,4.72万公里,2.0L,自动
本田 缤智 2017款 1.5L CVT两驱舒适型,14.85万,10.98,2019年,4.32万公里,1.5L,自动
日产 轩逸 2019款 1.6XV CVT智联尊享版 国V,15.23万,9.57,2019年,2.11万公里,1.6L,自动
奥迪Q5 2015款 40 TFSI 技术型,46.85万,21.88,2015年,7.66万公里,2.0T,自动
本田 艾力绅 2016款 2.4L 经典版,27.12万,22.90,2018年,5.88万公里,2.4L,自动
大众 捷达 2013款 1.6L 手动舒适型,10.67万,3.90,2013年,7.55万公里,1.6L,手动
大众 凌渡 2018款 230TSI DSG风尚版,17.36万,12.10,2018年,3.89万公里,1.4T,自动
雪佛兰 迈锐宝 2012款 2.0L 自动豪华版,19.53万,6.50,2013年,8.75万公里,2.0L,自动
传祺GS4 2017款 235T 自动两驱精英版,14.52万,7.00,2017年,3.55万公里,1.5T,自动
别克 英朗 2019款 18T 自动互联精英型 国VI,14.75万,7.68,2020年,1.62万公里,1.3T,自动
保时捷Cayenne 2011款 Cayenne 3.0T,100.08万,41.80,2013年,14.12万公里,3.0T,自动
马自达CX-4 2018款 2.0L 自动两驱蓝天品位升级版 国V,18.43万,13.00,2019年,3.69万公里,2.0L,自动
吉利 远景X3 2017款 1.5L 自动尊贵型,7.15万,4.88,2018年,4.46万公里,1.5L,自动
大众 高尔夫 2016款 1.6L 自动舒适型,15.73万,9.00,2016年,5.34万公里,1.6L,自动
现代 名图 2017款 1.8L 自动尊贵型DLX 国V,17.35万,9.88,2017年,4.84万公里,1.8L,自动
本田 思域 2013款 十周年纪念 1.8L 自动豪华版,17.13万,6.58,2013年,13.45万公里,1.8L,自动
Jeep 指南者 2017款 200T 自动家享版,19.52万,11.40,2017年,3.01万公里,1.4T,自动
本田CR-V 2016款 2.0L 两驱都市版,20.60万,14.58,2016年,6.45万公里,2.0L,自动
起亚K3 2016款 1.6L 手动GL,10.51万,5.48,2017年,4.98万公里,1.6L,手动
丰田 威驰 2014款 1.5L 手动智臻版,8.66万,4.68,2014年,2.49万公里,1.5L,手动
奥迪A5 2017款 Coupe 40 TFSI 时尚型(进口),40.14万,30.68,2018年,1.74万公里,2.0T,自动
MG3 2013款 1.5L 手动超值版,8.31万,2.80,2014年,3.9万公里,1.5L,手动
丰田 汉兰达 2009款 2.7L 两驱7座豪华版,32.43万,13.60,2010年,11.13万公里,2.7L,自动
凯迪拉克XT5 2016款 28T 四驱技术型,41.24万,20.30,2016年,9.38万公里,2.0T,自动
雪佛兰 科鲁兹 2013款 1.6L SL MT,11.82万,3.25,2014年,5.79万公里,1.6L,手动
丰田 凯美瑞 2019款 2.5G 豪华版 国VI,23.86万,19.98,2019年,2.01万公里,2.5L,自动
日产 轩逸 2020款 改款 1.6L XL CVT智享版,14.53万,12.30,2020年,0.23万公里,1.6L,自动
日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,21.63万,15.88,2019年,2.27万公里,2.0L,自动
长城 炮 2019款 2.0T商用版自动汽油两驱精英型长箱GW4C20B,12.14万,11.28,2019年,0.84万公里,2.0T,自动
斯柯达 明锐 2014款 1.4TSI DSG逸俊版,17.65万,6.80,2014年,3.94万公里,1.4T,自动
林肯MKC 2016款 2.0T 两驱尊雅版,41.23万,17.50,2017年,5.82万公里,2.0T,自动
别克 凯越 2011款 1.6LE-AT,12.80万,3.60,2013年,12.66万公里,1.6L,自动
别克 君越 2013款 2.4L SIDI精英舒适型,27.78万,9.50,2014年,8.31万公里,2.4L,自动
三菱 欧蓝德 2016款 2.4L 四驱精英版 5座,20.60万,14.51,2017年,1.72万公里,2.4L,自动
本田 艾力绅 2012款 2.4L VTi-S尊贵版,34.71万,14.80,2013年,17.76万公里,2.4L,自动
现代 悦纳 2016款 1.4L 手动炫酷版GLS,8.44万,4.60,2017年,5.49万公里,1.4L,手动
哈弗H6 2012款 1.5T 手动两驱尊贵型,13.00万,3.40,2013年,8.95万公里,1.5T,手动
大众POLO 2014款 1.4L 自动舒适版,10.74万,5.50,2014年,7.81万公里,1.4L,自动
奥迪A6L 2014款 30 FSI 舒适型,50.88万,21.98,2014年,11.84万公里,2.5L,自动
奥迪A3 2012款 Sportback 1.8T 豪华型(进口),33.54万,7.22,2011年,8.61万公里,1.8T,自动
标致3008 2016款 2.0L 自动标准版,16.14万,7.20,2016年,5.72万公里,2.0L,自动
斯柯达 昕锐 2015款 1.6L 自动乐选型,10.30万,5.18,2015年,4.36万公里,1.6L,自动
现代 朗动 2016款 1.6L 自动智能型,12.57万,7.18,2018年,3.56万公里,1.6L,自动
日产 逍客 2016款 1.2T 手动时尚版,15.17万,7.95,2017年,8.19万公里,1.2T,手动
本田 锋范经典 2011款 1.5L 自动精英品致版,12.68万,4.68,2011年,9.51万公里,1.5L,自动
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,20.60万,9.98,2016年,6.99万公里,1.5T,自动
别克 昂科威 2014款 28T 四驱豪华型,32.55万,12.98,2015年,5.81万公里,2.0T,自动
宝马7系 2011款 730Li典雅型(进口),97.48万,21.80,2011年,16.62万公里,3.0L,自动
本田 飞度 2016款 1.5L LXS CVT舒适天窗版,9.31万,7.88,2017年,5.57万公里,1.5L,自动
福特 福睿斯 2015款 1.5L 手动舒适型,10.51万,4.60,2015年,5.04万公里,1.5L,手动
大众 帕萨特 2017款 330TSI DSG尊荣版,24.20万,17.38,2019年,4.43万公里,1.8T,自动
标致4008 2013款 2.0L 两驱时尚型(进口),23.86万,8.80,2017年,4.42万公里,2.0L,自动
雪佛兰 创酷 2017款 1.4T 自动两驱豪华型,14.53万,6.90,2017年,2.72万公里,1.4T,自动
丰田 卡罗拉 2008款 1.8L 手动GL-i天窗特别版,15.17万,3.90,2010年,10.13万公里,1.8L,手动
马自达 昂克赛拉 2016款 三厢 1.5L 自动豪华型,15.08万,8.69,2016年,4.61万公里,1.5L,自动
福特 福克斯 2015款 三厢 1.6L 自动舒适型,13.55万,6.28,2016年,8.1万公里,1.6L,自动
